Molecule_Name,connectivity_key,family_id,outer_fold,split_scheme,diagnostic_group_id,diagnostic_murcko_scaffold
OCNT-2317724,HIHOVKJKGDLVNZ,CYP2C9_R06_OCNT-2310890,0,murcko_scaffold,O=C(NCc1ccc(-n2ccnc2)nc1)c1ccn(C2CCCC2)n1,O=C(NCc1ccc(-n2ccnc2)nc1)c1ccn(C2CCCC2)n1
OCNT-2314864,IZSWTCQKDZJSHD,CYP2C9_R02_OCNT-2312302,0,murcko_scaffold,O=C(NCc1ccc(-n2cnc3ccccc32)cc1)c1cc2cnccc2[nH]1,O=C(NCc1ccc(-n2cnc3ccccc32)cc1)c1cc2cnccc2[nH]1
OCNT-2314190,DOFQECKISJCOKJ,CYP2C9_R22_OCNT-2310562,0,murcko_scaffold,O=C(NCc1ccc(C(=O)N2CCOCC2)cc1)N1CCc2c(nnn2-c2ccccc2)C1,O=C(NCc1ccc(C(=O)N2CCOCC2)cc1)N1CCc2c(nnn2-c2ccccc2)C1
OCNT-2317182,KXOBRUHKOVDSJD,CYP1A2_R16_OCNT-2312610,0,murcko_scaffold,O=C(NCc1ccc(C2CC2)cc1)NCC1CCCC1,O=C(NCc1ccc(C2CC2)cc1)NCC1CCCC1
OCNT-2317126,MSGZOSCMRKZOEH,CYP1A2_R16_OCNT-2312610,0,murcko_scaffold,O=C(NCc1ccc(C2CCC2)cc1)N1CCN(C(=O)c2ccco2)CC1,O=C(NCc1ccc(C2CCC2)cc1)N1CCN(C(=O)c2ccco2)CC1
OCNT-2315880,NSYWPGRLGRXHHP,CYP2C9_R22_OCNT-2310562,0,murcko_scaffold,O=C(NCc1ccc2occc2c1)Nc1c[nH]nc1C1CCCCC1,O=C(NCc1ccc2occc2c1)Nc1c[nH]nc1C1CCCCC1
OCNT-2309762,ALHZQEPUCXVZTK,CYP2C9_R21_OCNT-2317914,0,murcko_scaffold,O=C(NCc1cccc(N2CCCC2)c1)c1ccccc1,O=C(NCc1cccc(N2CCCC2)c1)c1ccccc1
OCNT-2317265,VRHLCRQRRJHCMR,CYP1A2_R09_OCNT-2315130,0,murcko_scaffold,O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2,O=C(NCc1cccc(N2CCOCC2)n1)c1csc2c1CCCC2
OCNT-0475246,HRYUHBOPAUONJH,CYP2C9_R07_OCNT-2314387,0,murcko_scaffold,O=C(NCc1ccccc1)NCc1nc(C(=O)N2CCCCC2)co1,O=C(NCc1ccccc1)NCc1nc(C(=O)N2CCCCC2)co1
OCNT-2316818,YAOYODKAQMWJKZ,CYP2C9_R21_OCNT-2317914,0,murcko_scaffold,O=C(NCc1ccccc1)Nc1ccc2[nH]ncc2c1,O=C(NCc1ccccc1)Nc1ccc2[nH]ncc2c1
OCNT-2313394,XFTNGEBQFBGWPZ,CYP1A2_R05_OCNT-2310298,0,murcko_scaffold,O=C(NCc1ccccc1)c1nc2cnccc2s1,O=C(NCc1ccccc1)c1nc2cnccc2s1
OCNT-2395298,NPUQZCISJDJSQS,CYP3A4_R18_OCNT-2395704,0,murcko_scaffold,O=C(NCc1ccccn1)c1ccc(S(=O)(=O)NC2CC2)cc1,O=C(NCc1ccccn1)c1ccc(S(=O)(=O)NC2CC2)cc1
OCNT-2314296,CFCKXKAHIRNCFO,CYP2C9_R10_OCNT-2311787,0,murcko_scaffold,O=C(NCc1ncc(-c2ccccc2)[nH]1)c1c[nH]nc1-c1ccncc1,O=C(NCc1ncc(-c2ccccc2)[nH]1)c1c[nH]nc1-c1ccncc1
OCNT-2315147,CAFOAHPXRAJQAK,CYP1A2_R24_OCNT-2311592,0,murcko_scaffold,O=C(NCc1ncon1)c1cccc(-c2ncn[nH]2)c1,O=C(NCc1ncon1)c1cccc(-c2ncn[nH]2)c1
OCNT-2314884,LHONXHPIOQMVRB,CYP1A2_R04_OCNT-2313567,0,murcko_scaffold,O=C(Nc1c[nH]nc1-c1ccccn1)c1ccccn1,O=C(Nc1c[nH]nc1-c1ccccn1)c1ccccn1
OCNT-2318463,PVCJAHQCQKVCAF,CYP3A4_R11_OCNT-2309844,0,murcko_scaffold,O=C(Nc1c[nH]nc1-c1nccs1)N1CCCCC1,O=C(Nc1c[nH]nc1-c1nccs1)N1CCCCC1
OCNT-2395542,GAIWOBVHIKIOHU,CYP2C9_R23_OCNT-2312797,0,murcko_scaffold,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1
OCNT-2395705,XQZLQFCGPSJOGX,CYP2C9_R23_OCNT-2312797,0,murcko_scaffold,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1,O=C(Nc1cc2n(n1)CCCC2)c1cc2ccccc2o1
OCNT-2310717,BOWLVPUQMMJWEC,CYP2C9_R19_OCNT-2308674,0,murcko_scaffold,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cnn[nH]1,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cnn[nH]1
OCNT-2314135,UHKMGEDTTFFMSI,CYP2C9_R03_OCNT-2313300,0,murcko_scaffold,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cn[nH]c1,O=C(Nc1ccc(Cc2ccncc2)cc1)c1cn[nH]c1
OCNT-2309836,XLZQKDNFGFOCIC,CYP1A2_R02_OCNT-2317954,0,murcko_scaffold,O=C(Nc1ccc(OCCN2CCCCC2)cc1)c1cccc(Cn2ccnc2)c1,O=C(Nc1ccc(OCCN2CCCCC2)cc1)c1cccc(Cn2ccnc2)c1
OCNT-2314895,KNTPHJCKWPHKJW,CYP1A2_R11_OCNT-2313625,0,murcko_scaffold,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1,O=C(Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)c1ccccc1
OCNT-2309866,CPCWNLRNPXRRHG,CYP1A2_R02_OCNT-2317954,0,murcko_scaffold,O=C(Nc1ccc(SCCN2CCCC2)cc1)c1cccc(Cn2ccnc2)c1,O=C(Nc1ccc(SCCN2CCCC2)cc1)c1cccc(Cn2ccnc2)c1
OCNT-2395285,YYPUSKSRHZZVBY,CYP3A4_R20_OCNT-2395303,0,murcko_scaffold,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
OCNT-2395617,ZFLNQKJXJYGVKM,CYP3A4_R20_OCNT-2395303,0,murcko_scaffold,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2ccccn2)CC1,O=C(Nc1ccc2c(c1)OCO2)C1CCN(C(=O)c2ccccn2)CC1
OCNT-2317195,SDEJVIVIPUCEPS,CYP1A2_R05_OCNT-2310298,0,murcko_scaffold,O=C(Nc1cccc(-c2nc[nH]n2)c1)c1cccc2cccnc12,O=C(Nc1cccc(-c2nc[nH]n2)c1)c1cccc2cccnc12
OCNT-2310489,BEGOXMGRIYSGIP,CYP1A2_R14_OCNT-2317761,0,murcko_scaffold,O=C(Nc1cccc(-c2nnc[nH]2)c1)c1ccc2[nH]c(=O)c(=O)[nH]c2c1,O=C(Nc1cccc(-c2nnc[nH]2)c1)c1ccc2[nH]c(=O)c(=O)[nH]c2c1
OCNT-2317602,NUTZUNBKQQVLBS,CYP1A2_R06_OCNT-2312418,0,murcko_scaffold,O=C(Nc1cccc(CC(=O)N2CCNCC2)c1)c1cc(C2CC2)[nH]n1,O=C(Nc1cccc(CC(=O)N2CCNCC2)c1)c1cc(C2CC2)[nH]n1
OCNT-2310858,RBJYOPLZTXEOMT,CYP2C9_R21_OCNT-2317914,0,murcko_scaffold,O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(OCC2CC2)cn1,O=C(Nc1cccc(N2CCOCC2)c1)c1cnc(OCC2CC2)cn1
OCNT-2312595,JVSOGURKRNBPMA,CYP2C9_R13_OCNT-2315368,0,murcko_scaffold,O=C(Nc1ccccc1)N1CCCC(c2nc3ccccc3[nH]2)C1,O=C(Nc1ccccc1)N1CCCC(c2nc3ccccc3[nH]2)C1
OCNT-2314248,XPIXQQFKIMODLQ,CYP1A2_R17_OCNT-2316906,0,murcko_scaffold,O=C(Nc1ccccc1)c1cc2ncccn2n1,O=C(Nc1ccccc1)c1cc2ncccn2n1
OCNT-2317279,RFMYSKWZLOVNEH,CYP1A2_R17_OCNT-2316906,0,murcko_scaffold,O=C(Nc1ccccc1)c1cc2ncccn2n1,O=C(Nc1ccccc1)c1cc2ncccn2n1
OCNT-2315106,RXLYLRXSZARXIK,CYP3A4_R05_OCNT-2314300,0,murcko_scaffold,O=C(Nc1ccccc1)c1cccc(C2CC2)c1,O=C(Nc1ccccc1)c1cccc(C2CC2)c1
OCNT-2310034,PMPRQQLVVNFCDL,CYP1A2_R17_OCNT-2316906,0,murcko_scaffold,O=C(Nc1ccccc1)c1ccn(-c2ccccc2)n1,O=C(Nc1ccccc1)c1ccn(-c2ccccc2)n1
OCNT-2308656,SFFQJAZXVFNTET,CYP3A4_R24_OCNT-2311092,0,murcko_scaffold,O=C(Nc1ccccc1)c1ccnc(Oc2ccccc2)c1,O=C(Nc1ccccc1)c1ccnc(Oc2ccccc2)c1
OCNT-2311780,QKHYTYJMUYSRFF,CYP2C9_R15_OCNT-2318117,0,murcko_scaffold,O=C(Nc1ccccn1)C1CCN(C(=O)C2CCn3cncc3C2)CC1,O=C(Nc1ccccn1)C1CCN(C(=O)C2CCn3cncc3C2)CC1
OCNT-0457420,BLWMGCOXHBKIBO,CYP2C9_R15_OCNT-2318117,0,murcko_scaffold,O=C(Nc1ccccn1)C1CCN(C(=O)c2ccc(-c3ncon3)cc2)CC1,O=C(Nc1ccccn1)C1CCN(C(=O)c2ccc(-c3ncon3)cc2)CC1
OCNT-2312795,DVBNAUHKBCFYBB,CYP2C9_R21_OCNT-2317914,0,murcko_scaffold,O=C(Nc1ccccn1)c1ccc(N2CCOCC2)cc1,O=C(Nc1ccccn1)c1ccc(N2CCOCC2)cc1
OCNT-2315996,XEMCUDAQPISXBU,CYP3A4_R11_OCNT-2309844,0,murcko_scaffold,O=C(Nc1ccncc1)C1CCN(C(=O)Nc2nc3ccccc3s2)CC1,O=C(Nc1ccncc1)C1CCN(C(=O)Nc2nc3ccccc3s2)CC1
OCNT-2395791,JBAZLIIRSZFELZ,CYP1A2_R16_OCNT-2312610,0,murcko_scaffold,O=C(Nc1ccncc1)c1ccc(CNC(=O)C2CC=CCC2)cc1,O=C(Nc1ccncc1)c1ccc(CNC(=O)C2CC=CCC2)cc1
OCNT-2315448,GNVOYDAHBDQAQC,CYP2C9_R15_OCNT-2318117,0,murcko_scaffold,O=C(Nc1ccncn1)C1CCCN(S(=O)(=O)c2ccccc2)C1,O=C(Nc1ccncn1)C1CCCN(S(=O)(=O)c2ccccc2)C1
OCNT-2309070,CFGZXKWGGSEENY,CYP1A2_R13_OCNT-2311797,0,murcko_scaffold,O=C(Nc1cn[nH]c1)c1ccccc1,O=C(Nc1cn[nH]c1)c1ccccc1
OCNT-2313526,NJETWSWVWMKXSO,CYP2C9_R08_OCNT-2312606,0,murcko_scaffold,O=C(c1c[nH]c2ccccc12)N1CCC(c2ccn[nH]2)CC1,O=C(c1c[nH]c2ccccc12)N1CCC(c2ccn[nH]2)CC1
OCNT-2395576,YXTNAXUFAGFNGO,CYP3A4_R25_OCNT-2395447,0,murcko_scaffold,O=C(c1cc2ccccn2c1)N1CCCCC1c1ncc[nH]1,O=C(c1cc2ccccn2c1)N1CCCCC1c1ncc[nH]1
OCNT-2395513,YIEREMIFPPSLAV,CYP3A4_R03_OCNT-2395274,0,murcko_scaffold,O=C(c1cc[nH]c1)N1CCN(C2CC2)c2ccccc21,O=C(c1cc[nH]c1)N1CCN(C2CC2)c2ccccc21
OCNT-2311887,GHIFDJGPEUVFQM,CYP2C9_R08_OCNT-2312606,0,murcko_scaffold,O=C(c1ccc2c(=O)[nH]cnc2c1)N1CCC(c2c[nH]c3ccccc23)CC1,O=C(c1ccc2c(=O)[nH]cnc2c1)N1CCC(c2c[nH]c3ccccc23)CC1
OCNT-2317403,RUIUOFAPPJHIQX,CYP2C9_R16_OCNT-2310262,0,murcko_scaffold,O=C(c1ccccc1)N1CCCN(C(=O)c2cc[nH]n2)CC1,O=C(c1ccccc1)N1CCCN(C(=O)c2cc[nH]n2)CC1
OCNT-2317906,RUIHACGNWCVTDQ,CYP2C9_R14_OCNT-2310760,0,murcko_scaffold,O=C(c1cccnc1)N1CCC(Nc2ccccc2)CC1,O=C(c1cccnc1)N1CCC(Nc2ccccc2)CC1
OCNT-2395364,ZHBQDFNQECZKOW,CYP3A4_R03_OCNT-2395274,0,murcko_scaffold,O=C(c1cccnc1)N1CCN(C2CC2)c2ccccc21,O=C(c1cccnc1)N1CCN(C2CC2)c2ccccc21
OCNT-2309957,BNGXYKGPLNBSAF,CYP2C9_R12_OCNT-2315584,0,murcko_scaffold,O=C(c1ccncn1)N1CCC(c2cccnc2)CC1,O=C(c1ccncn1)N1CCC(c2cccnc2)CC1
